customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
1873HHUUQ,Male,1,No,No,22,Yes,Yes,Fiber optic,No internet service,No internet service,Yes,No internet service,No,No,One year,No,Electronic check,67,662,Yes
5614XIAWD,Female,1,No,No,32,No,No phone service,Fiber optic,No internet service,Yes,No,Yes,Yes,No internet service,One year,Yes,Electronic check,51,722,Yes
2386SIIED,Male,0,Yes,Yes,57,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,58,272,Yes
5547KCIBX,Male,0,No,No,25,Yes,No,Fiber optic,Yes,Yes,No,No,No internet service,Yes,Month-to-month,Yes,Electronic check,42,492,Yes
9693XBQNZ,Female,0,Yes,No,64,No,No phone service,Fiber optic,No internet service,Yes,Yes,No,No,No internet service,Two year,Yes,Credit card (automatic),53,918,Yes
6649TLXXX,Male,1,Yes,Yes,39,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,26,820,No
6179CLKIR,Female,0,Yes,No,48,No,No phone service,DSL,No,No internet service,Yes,No internet service,No,No,One year,No,Mailed check,121,359,No
2878JGXZK,Female,1,No,Yes,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),51,163,Yes
1984TBHCH,Male,0,Yes,No,71,Yes,No phone service,Fiber optic,Yes,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),63,713,No
3032GUEAY,Female,0,Yes,No,0,No,No phone service,Fiber optic,No,No internet service,No internet service,No,Yes,No internet service,One year,Yes,Bank transfer (automatic),55,135,No
6012GSOID,Male,1,No,No,50,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),98,780,Yes
4156HBWJL,Male,0,Yes,No,13,Yes,Yes,Fiber optic,No,No,Yes,No internet service,No,Yes,One year,Yes,Bank transfer (automatic),36,83,No
6972AWHNA,Male,0,No,No,23,No,No phone service,DSL,No internet service,No internet service,No internet service,Yes,Yes,No internet service,Month-to-month,No,Credit card (automatic),100,627,Yes
9472ABTET,Male,1,No,No,34,Yes,No phone service,Fiber optic,No internet service,No,No,No internet service,No,Yes,Month-to-month,No,Electronic check,60,482,No
3736MGSWZ,Female,0,Yes,No,10,No,No phone service,DSL,No internet service,No internet service,No,Yes,No,No internet service,One year,No,Credit card (automatic),57,124,No
5118KUCPT,Female,1,Yes,No,32,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),63,389,Yes
9536YFYBE,Male,1,Yes,No,31,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,40,119,No
7187PWAOS,Male,0,No,No,45,No,No phone service,DSL,Yes,No internet service,No internet service,No,No internet service,No,Two year,Yes,Mailed check,57,524,Yes
8115OHYDA,Male,1,Yes,No,15,Yes,No,Fiber optic,No internet service,Yes,Yes,Yes,Yes,Yes,One year,No,Mailed check,79,889,Yes
7408CHTVR,Female,1,No,Yes,58,Yes,No phone service,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),120,790,Yes
1891EXHJE,Male,1,No,Yes,6,No,No phone service,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Mailed check,35,913,No
3639ASDUI,Male,0,Yes,Yes,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),30,143,Yes
2075MCRQQ,Female,1,No,Yes,60,Yes,No,DSL,No internet service,Yes,No,No internet service,No internet service,No internet service,One year,No,Mailed check,25,512,Yes
3501HDBWG,Male,0,No,No,63,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),114,828,No
6268NEDLH,Female,0,No,No,44,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,34,686,No
9711RKCBE,Male,0,Yes,No,62,Yes,Yes,Fiber optic,No,No,Yes,No,No,No internet service,One year,Yes,Mailed check,121,751,No
2849SSOTM,Male,0,No,No,45,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,67,761,Yes
8045CXVNC,Female,1,No,No,5,No,No phone service,Fiber optic,No internet service,No internet service,No,Yes,No internet service,No internet service,Two year,No,Mailed check,95,699,Yes
9030ILUNU,Male,0,Yes,No,12,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),60,894,Yes
8373WROYD,Female,0,No,Yes,62,Yes,No phone service,DSL,No internet service,Yes,Yes,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,53,518,Yes
2167SFGUN,Female,1,No,No,61,Yes,No,DSL,No internet service,Yes,No internet service,No internet service,No,Yes,Month-to-month,No,Bank transfer (automatic),16,485,No
8704GAQLV,Male,1,Yes,Yes,11,No,No phone service,Fiber optic,Yes,Yes,Yes,No,Yes,No internet service,Month-to-month,No,Credit card (automatic),113,79,No
3806NAGTK,Female,0,No,Yes,49,No,No phone service,DSL,Yes,No,No,No,No internet service,No internet service,Month-to-month,No,Credit card (automatic),77,331,No
2713KFFIN,Female,1,Yes,No,69,No,No phone service,DSL,No internet service,No,No,No,Yes,Yes,One year,No,Mailed check,60,187,No
4779XBTYA,Female,1,Yes,Yes,2,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),50,143,No
1857AXVZY,Male,1,No,No,2,No,No phone service,Fiber optic,No internet service,Yes,No internet service,No internet service,Yes,Yes,One year,Yes,Mailed check,109,730,Yes
2043PFYRP,Male,1,Yes,No,40,No,No phone service,DSL,Yes,Yes,No internet service,No,No internet service,No,Two year,No,Mailed check,22,897,Yes
2054DVQTK,Female,0,No,Yes,0,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),89,210,No
8447OUZAY,Male,1,Yes,No,20,No,No phone service,DSL,No,No,No,Yes,No internet service,No,Month-to-month,No,Credit card (automatic),67,287,No
7047HKWEV,Female,0,No,No,36,No,No phone service,DSL,Yes,No internet service,No,No,No internet service,No internet service,Two year,No,Mailed check,116,907,No
9897TPUNP,Male,1,Yes,Yes,63,No,No phone service,DSL,Yes,No,No internet service,No,Yes,No internet service,One year,Yes,Mailed check,24,142,No
7198GVGHU,Male,0,Yes,No,23,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,79,907,Yes
3494EXGVQ,Male,0,Yes,No,56,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,26,395,Yes
9399HSNUV,Male,0,No,No,32,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),28,832,No
7031GMMTJ,Male,1,No,No,21,No,No phone service,DSL,No,No internet service,No,Yes,No,No internet service,Two year,Yes,Credit card (automatic),56,97,No
2194ELYGW,Female,0,Yes,Yes,41,Yes,Yes,Fiber optic,No internet service,Yes,Yes,No internet service,No,No,One year,Yes,Credit card (automatic),106,634,No
5596GMIOE,Female,1,No,No,3,Yes,No phone service,Fiber optic,No,Yes,No internet service,Yes,No,No,Two year,No,Credit card (automatic),115,271,Yes
1651VYCHF,Female,1,Yes,Yes,36,No,No phone service,Fiber optic,No,Yes,No,No internet service,No,No internet service,One year,Yes,Mailed check,97,712,Yes
2445FHWFH,Female,0,Yes,Yes,43,No,No phone service,Fiber optic,Yes,No,No internet service,No internet service,Yes,Yes,Two year,No,Electronic check,83,627,Yes
3807IDVXH,Female,0,No,Yes,9,No,No phone service,DSL,No,Yes,No,No internet service,No,Yes,One year,No,Credit card (automatic),29,50,No
4153YLDEU,Female,0,Yes,No,48,Yes,Yes,DSL,Yes,No internet service,No,No,No,No,Month-to-month,Yes,Mailed check,89,825,No
2036HPZYA,Male,1,Yes,Yes,59,No,No phone service,DSL,No,No internet service,No,No,No,No internet service,One year,Yes,Bank transfer (automatic),16,709,No
6618UURJH,Female,0,No,Yes,47,No,No phone service,DSL,No internet service,Yes,Yes,No,No internet service,Yes,One year,No,Mailed check,109,945,Yes
3866SWKJK,Female,0,Yes,Yes,5,Yes,Yes,Fiber optic,Yes,Yes,Yes,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),55,299,No
9671FGTMA,Female,1,Yes,Yes,45,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),20,348,No
6185WLAQV,Male,1,Yes,Yes,11,Yes,No,DSL,No,No internet service,No internet service,Yes,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),72,815,Yes
9426MKNTM,Male,1,No,Yes,67,Yes,Yes,DSL,No internet service,No internet service,No internet service,No internet service,No,No internet service,Two year,Yes,Electronic check,68,978,Yes
1406JPXFK,Male,0,Yes,No,65,No,No phone service,DSL,Yes,No internet service,Yes,No,Yes,Yes,One year,No,Credit card (automatic),18,76,No
3188MTSOG,Female,0,Yes,Yes,2,No,No phone service,Fiber optic,Yes,No,No internet service,No,No internet service,No,Two year,Yes,Electronic check,90,801,Yes
2067ONGFT,Male,1,No,Yes,40,Yes,No,DSL,Yes,No internet service,No internet service,No,No,No internet service,Month-to-month,No,Credit card (automatic),122,425,Yes
8893IWUEA,Male,0,Yes,Yes,72,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,94,878,Yes
5918JDDKD,Male,0,Yes,Yes,4,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),82,990,No
4229FBRMM,Male,1,Yes,No,68,No,No phone service,Fiber optic,No,No internet service,Yes,No,Yes,No internet service,One year,No,Bank transfer (automatic),101,99,No
6836PXQEC,Male,0,Yes,No,19,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),88,638,No
5342UUKIA,Female,0,Yes,No,72,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),88,82,No
1055ZOIOQ,Male,1,No,Yes,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,15,300,Yes
5551JBTLZ,Female,1,No,Yes,0,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),53,139,Yes
5903FOQFP,Female,0,Yes,Yes,53,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,87,779,No
1263SBZGU,Female,1,No,No,71,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,No,No,No internet service,Two year,Yes,Mailed check,16,325,Yes
9246OFRCA,Female,1,No,No,21,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),123,797,Yes
2290MWILV,Male,1,Yes,No,13,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,18,511,Yes
8387AYBMF,Male,0,Yes,No,49,No,No phone service,Fiber optic,Yes,Yes,No,Yes,No,No,Two year,No,Bank transfer (automatic),94,239,No
9831MZGTP,Female,1,No,No,66,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,95,679,Yes
1460VQPCK,Male,1,No,Yes,56,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,122,307,No
4508PZTTS,Female,0,Yes,No,28,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,108,188,Yes
7171YWXKK,Female,1,No,No,37,No,No phone service,DSL,Yes,No,No internet service,Yes,No,No internet service,Month-to-month,No,Electronic check,47,772,No
6932PNWHU,Male,0,Yes,Yes,36,No,No phone service,DSL,No internet service,No internet service,No,Yes,No,No,One year,Yes,Electronic check,48,864,Yes
7067QRQMM,Male,0,No,Yes,5,No,No phone service,Fiber optic,Yes,Yes,No internet service,Yes,Yes,No internet service,One year,No,Credit card (automatic),55,468,No
1370SMVEE,Female,1,No,No,0,Yes,No phone service,DSL,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,92,51,Yes
6916XDEYT,Female,1,No,No,14,Yes,No,Fiber optic,No internet service,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),79,206,No
8232WFPTL,Male,1,No,No,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),112,977,Yes
3279SGQPA,Female,0,No,Yes,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),103,644,Yes
6942JLVGC,Female,1,Yes,Yes,68,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,43,925,Yes
3703VXOFB,Female,0,Yes,Yes,15,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,15,315,No
5425RJNHJ,Male,1,No,No,43,Yes,No phone service,DSL,No internet service,No internet service,No internet service,No internet service,No internet service,No,Month-to-month,Yes,Credit card (automatic),125,707,No
5462NPZCM,Female,0,No,Yes,20,No,No phone service,Fiber optic,No internet service,No internet service,No internet service,No,No,No,One year,Yes,Credit card (automatic),108,406,No
5929AKDWO,Male,0,Yes,Yes,12,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Electronic check,90,831,Yes
5483JCNUF,Female,1,Yes,No,12,Yes,Yes,Fiber optic,No internet service,No,No,No,Yes,No internet service,One year,Yes,Bank transfer (automatic),113,128,Yes
3876FLHQH,Female,0,No,Yes,20,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,22,868,Yes
7006GVVLF,Male,0,Yes,Yes,40,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),101,752,No
3164NRQMJ,Female,0,Yes,No,67,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),41,312,Yes
9039IRRDK,Female,0,No,Yes,3,No,No phone service,DSL,No internet service,No,No,No internet service,No,Yes,Two year,Yes,Mailed check,26,535,No
2107PTCHN,Male,0,No,Yes,26,No,No phone service,DSL,No,No,No,No internet service,No,No,Month-to-month,No,Electronic check,123,732,Yes
5169HRZME,Female,1,Yes,Yes,27,No,No phone service,Fiber optic,No internet service,No internet service,No internet service,No,No,No,Month-to-month,No,Bank transfer (automatic),49,244,Yes
4062VLCCJ,Female,0,No,No,70,No,No phone service,DSL,Yes,No,No internet service,Yes,Yes,No internet service,Month-to-month,No,Electronic check,30,439,No
6007PTTUO,Male,1,No,No,19,Yes,No,Fiber optic,Yes,No internet service,No,No,No internet service,Yes,One year,No,Electronic check,103,617,No
6580TVJME,Male,1,No,Yes,67,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),39,976,No
3666RURNC,Female,1,No,No,59,Yes,Yes,Fiber optic,Yes,No,No internet service,No internet service,No internet service,No,Two year,No,Mailed check,71,633,No
8308MFMBF,Male,0,No,No,16,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,47,841,No
1070XFOPX,Male,1,No,No,67,Yes,No,DSL,No internet service,No,No,Yes,No,No internet service,Two year,No,Mailed check,41,835,No
4020ZRDKB,Male,0,Yes,No,70,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,99,232,No
1391RUIHA,Female,0,Yes,Yes,22,No,No phone service,DSL,No internet service,No internet service,No internet service,Yes,Yes,Yes,Two year,No,Credit card (automatic),41,997,Yes
8078PUBAK,Female,1,No,No,5,Yes,No,Fiber optic,No internet service,No,No internet service,No internet service,No,No,One year,Yes,Credit card (automatic),92,391,No
9784TWZEK,Male,1,No,No,52,No,No phone service,DSL,No,No internet service,No,No internet service,Yes,Yes,One year,Yes,Bank transfer (automatic),94,587,No
9507AKFHC,Female,0,No,No,68,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),23,978,Yes
5949JXFIJ,Female,0,Yes,Yes,56,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Mailed check,18,725,No
8888EALNE,Female,0,Yes,No,11,No,No phone service,Fiber optic,Yes,Yes,No internet service,Yes,Yes,No internet service,Two year,Yes,Credit card (automatic),49,309,Yes
5474NQSFM,Female,0,Yes,Yes,24,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Two year,Yes,Mailed check,103,609,No
7507YSBWQ,Female,0,Yes,No,47,No,No phone service,Fiber optic,Yes,No internet service,No internet service,Yes,No internet service,No internet service,One year,Yes,Credit card (automatic),23,30,No
6896WWEPS,Female,0,Yes,No,56,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),21,675,No
2878DOODO,Female,1,Yes,No,19,No,No phone service,Fiber optic,No internet service,No,Yes,No internet service,No,No,One year,No,Bank transfer (automatic),115,897,No
4103PJSUM,Female,1,No,No,34,No,No phone service,Fiber optic,No internet service,Yes,No,No,No internet service,Yes,One year,Yes,Mailed check,52,102,Yes
1268WDRKF,Female,0,Yes,Yes,8,Yes,No,Fiber optic,No internet service,No internet service,No,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),93,61,No
1154EOTAT,Female,0,No,No,62,Yes,Yes,DSL,No,No internet service,Yes,No internet service,Yes,Yes,One year,No,Electronic check,115,36,No
1386KIBPI,Female,1,Yes,No,28,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),106,923,No
6536VHRKN,Male,0,Yes,No,68,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),123,846,No
1421DIJPH,Female,0,No,No,41,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),30,838,Yes
9445COHMO,Male,0,No,Yes,51,Yes,No,Fiber optic,Yes,No internet service,No,No,No internet service,Yes,Month-to-month,No,Credit card (automatic),89,543,Yes
9246RSUNJ,Male,0,Yes,Yes,67,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,68,605,No
2377FWLMU,Male,0,No,Yes,32,No,No phone service,DSL,No,Yes,No internet service,No,No,No internet service,Two year,Yes,Credit card (automatic),29,644,No
6403KNWDY,Male,0,No,No,12,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,114,109,No
9522KEGWK,Female,1,No,Yes,2,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,15,75,Yes
1311CFXKX,Male,0,No,No,13,No,No phone service,Fiber optic,No,No,Yes,Yes,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),118,486,No
7091AJIAG,Female,1,No,No,18,No,No phone service,DSL,Yes,No internet service,No internet service,No internet service,Yes,No internet service,One year,No,Bank transfer (automatic),43,332,Yes
4797UWTYD,Male,0,No,Yes,15,Yes,No phone service,Fiber optic,No,No internet service,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,124,523,No
1895CUHQJ,Female,1,Yes,Yes,23,No,No phone service,DSL,No,No internet service,No internet service,No,No internet service,No,Two year,No,Credit card (automatic),15,126,No
1139BENPL,Female,0,No,No,28,Yes,No,DSL,No,No internet service,No,No,No,No internet service,Two year,No,Mailed check,22,406,No
2163AHORZ,Male,1,Yes,Yes,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),117,809,Yes
4387WWXLT,Female,1,No,No,12,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),106,608,Yes
2318NMCXY,Male,1,No,No,64,No,No phone service,Fiber optic,No internet service,Yes,Yes,No,Yes,No internet service,Two year,No,Mailed check,74,981,No
3861JLTFO,Female,0,Yes,Yes,6,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,118,188,Yes
2899HJAQN,Male,1,No,No,4,Yes,No,DSL,No,Yes,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),89,162,No
9274VHBXJ,Female,1,No,Yes,71,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),88,776,No
8015UUVNX,Male,1,Yes,No,53,Yes,No phone service,Fiber optic,Yes,No internet service,Yes,No internet service,No,No internet service,One year,No,Bank transfer (automatic),122,836,No
6513SMKNI,Female,0,No,Yes,41,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),91,176,Yes
3709YFZTV,Male,0,Yes,Yes,71,No,No phone service,DSL,No internet service,Yes,Yes,No,No internet service,Yes,Month-to-month,No,Credit card (automatic),28,784,Yes
5329ZVMBH,Male,1,Yes,Yes,2,Yes,Yes,Fiber optic,No internet service,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,20,332,Yes
8777SZOCI,Female,0,No,No,54,Yes,No,DSL,No,No internet service,No internet service,No,No internet service,No,Month-to-month,Yes,Mailed check,39,389,No
3093BYGUG,Female,1,Yes,No,14,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),115,447,Yes
9105MVUMT,Female,0,Yes,No,25,Yes,Yes,DSL,No internet service,Yes,No internet service,No,No internet service,Yes,Month-to-month,No,Mailed check,79,443,No
7227KMSJW,Male,1,Yes,No,37,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,20,312,No
4737VSBZL,Female,0,No,No,57,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),43,159,No
3977HRVKL,Male,0,Yes,Yes,23,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),17,947,No
7209UCVOP,Male,1,No,No,62,No,No phone service,Fiber optic,Yes,No,No internet service,Yes,Yes,No,One year,Yes,Electronic check,77,252,No
5253JUYMY,Male,1,No,Yes,31,No,No phone service,Fiber optic,No,No,No internet service,Yes,No,No internet service,Month-to-month,Yes,Credit card (automatic),37,511,No
4972CKRBL,Female,1,Yes,Yes,32,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,37,814,No
7559JEICI,Female,1,Yes,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),117,676,Yes
2306ILLHH,Male,1,Yes,Yes,11,Yes,Yes,Fiber optic,No internet service,No,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),76,480,Yes
6142YIRMU,Male,0,No,No,16,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),77,305,No
1197VXORR,Male,0,Yes,Yes,20,No,No phone service,Fiber optic,Yes,No internet service,Yes,No internet service,No,No internet service,Month-to-month,Yes,Credit card (automatic),54,383,No
8695UWVRE,Female,0,Yes,Yes,66,Yes,No phone service,Fiber optic,Yes,No internet service,Yes,No internet service,No,No internet service,Two year,No,Credit card (automatic),67,472,Yes
1276HFLMM,Male,0,No,Yes,7,No,No phone service,DSL,No internet service,No,Yes,No,No internet service,Yes,Two year,No,Credit card (automatic),95,556,Yes
2056XYJJU,Female,0,No,Yes,5,No,No phone service,DSL,No,Yes,No internet service,No,No internet service,Yes,Month-to-month,Yes,Mailed check,21,201,Yes
5352NWAMG,Male,0,No,No,51,Yes,No,DSL,No internet service,No,No,No,No internet service,No internet service,Two year,Yes,Electronic check,107,907,No
9724BPCNB,Male,0,No,Yes,24,No,No phone service,DSL,Yes,No,Yes,No,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),37,308,Yes
6782KTPDE,Female,1,Yes,Yes,37,Yes,Yes,DSL,No internet service,No internet service,No internet service,No internet service,No,No internet service,Two year,Yes,Mailed check,30,697,Yes
2697WOLUZ,Male,0,No,Yes,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,77,161,No
6721QMJGI,Female,0,No,Yes,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),51,672,No
6543SZVOL,Male,0,No,Yes,17,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),84,762,Yes
3052DURQW,Female,0,Yes,No,29,No,No phone service,Fiber optic,No internet service,Yes,No internet service,No internet service,No,Yes,One year,Yes,Mailed check,117,215,Yes
3905ADXAG,Female,0,Yes,Yes,38,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),21,23,Yes
8335KZEXY,Female,0,No,No,27,Yes,Yes,Fiber optic,No,No,No internet service,No internet service,No internet service,No,One year,No,Bank transfer (automatic),57,545,Yes
5258IMYSR,Male,1,No,No,18,No,No phone service,Fiber optic,No,No internet service,No internet service,Yes,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),52,992,Yes
8320DTOWA,Female,1,Yes,Yes,9,Yes,No,Fiber optic,No,No,No,No,Yes,No,Two year,No,Credit card (automatic),54,236,Yes
1703CPTOP,Female,1,Yes,No,20,No,No phone service,DSL,No internet service,No internet service,No,Yes,No,Yes,Month-to-month,No,Mailed check,96,949,Yes
8948UANPK,Female,1,Yes,Yes,53,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),56,859,No
6249WTRXG,Female,0,No,No,48,No,No phone service,DSL,No,No,No,No internet service,No internet service,No,One year,No,Electronic check,21,112,No
4429VAYMJ,Male,0,No,Yes,30,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,80,78,No
6849NWEYD,Female,0,Yes,No,21,No,No phone service,DSL,No internet service,Yes,No internet service,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),46,992,No
9492IBORU,Female,0,Yes,Yes,12,No,No phone service,DSL,Yes,No,Yes,No,Yes,No,Two year,No,Mailed check,98,364,Yes
3134HKJUO,Male,1,Yes,No,13,Yes,Yes,Fiber optic,No,No internet service,Yes,No,Yes,No,Two year,Yes,Electronic check,55,584,No
7488JDJKE,Male,1,Yes,No,52,Yes,No,DSL,No internet service,No,No internet service,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,100,294,No
1370WTBDR,Male,0,No,Yes,61,No,No phone service,Fiber optic,Yes,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),118,759,Yes
